Unnamed: 0,Timestamp,Student Id,Paid Course? (Y/N),Course Fee Email,Date Sent,Payment Receipt Sent,How And Where Did You Hear About This Course ,Country,City,Gender,Age,Are You Currently Attending University   College ,Latest Degree Completed Or In Progress ,University Attended,Discipline Of Degree ,Have You Taken Any Foundational Course In Data Science   Econometrics   Statistics   Computer Science ,What Programming Language S  Are You Most Comfortable In  R  Python  Java  Js  Etc    If None Please Type  None   ,Prior Work Experience In Data Science Or Machine Learning,Primary Reason For Taking This Course ,Do You Understand That This Is A Paid Course,Prior Formal Education In R,Prior Formal Education In Python,Prior Work Experience In R ,Prior Work Experience In Python ,Personal Education/Knowledge In R,Personal Education/Knowledge In Python,Linkedin?,Do You Have Any Feedback  Thoughts  Or Comments You Would Like To Share ,Date,Time,Qr_Uni_Col,Uni_Col,Payment
167,2022-08-25 05:20:00,167,No,Sent,8/26/2022,not yet,Whatsapp,Pakistan,Karachi,Male,22,No,Bachelors,NED University of Engineering & Technology,BE in Petroleum Engineering,Data Science,Python,Learner (1 Year or Less),Learn data science skills to contribute in oil and gas sector,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,no,2022-08-25 00:00:00,2022-10-21 05:20:20,NED University of Engineering & Technology,NED,0
168,2022-08-25 05:51:00,168,Yes,Sent,8/26/2022,Yes,Whatsapp group chat,Pakistan,Karachi,Male,24,No,Bachelors,IBA,Accounting and Finance,Statisitics,Python,Intermediate (2-3 Years),More practicial experience with R programming and opportunity to get an internship at the end of the course,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),None,The cost of the course should be advertised front and centre.,2022-08-25 00:00:00,2022-10-21 05:51:18,IBA,IBA,1
169,2022-08-25 05:51:00,169,No,Sent,8/26/2022,not yet,Friend,Pakistan,Karachi,Prefer not to say,20,Yes,Bachelors,IBA,BSCS,Computer Science,Python,Learner (1 Year or Less),Experience,No,Intermediate (2-3 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Learner (1 Year or Less),Learner (1 Year or Less),None,None,2022-08-25 00:00:00,2022-10-21 05:51:50,IBA,IBA,0
170,2022-08-25 05:56:00,170,Yes,Sent,8/26/2022,not yet,University Group,Pakistan,Karachi,Male,21,Yes,H.S.C,IBA,BS-Computer Science,All of them,"Java,Python",Learner (1 Year or Less),Data Science and machine learning is basically my field of interest and this is what I would love to explore in the future. I see myself having a career in this filed thus this course will help me learn about this feild.,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-25 00:00:00,2022-10-21 05:56:04,IBA,IBA,0
171,2022-08-25 06:00:00,171,Yes,Sent,8/26/2022,not yet,University ( IBA ),Pakistan,Karachi,Male,23,Yes,Bachelors,IBA,Computer Sciences ( Data Sciences ),Computer Science,Python and Java,Beginner (0 Years),Learn skills and add value,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,None,2022-08-25 00:00:00,2022-10-21 06:00:09,IBA,IBA,0
172,2022-08-25 06:24:00,172,No,Sent,8/26/2022,not yet,through friend,Pakistan,Karachi,Male,23,Yes,Bachelors,Iqra University,BS computer science,Data Science,python,Learner (1 Year or Less),improve our skills in data science,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,is it onsite or online training program,2022-08-25 00:00:00,2022-10-21 06:24:08,Iqra University,IQRA,0
173,2022-08-25 07:15:00,173,No,Sent,8/26/2022,not yet,Through a friend,Pakistan,Karachi,Male,21,Yes,Bachelors,Institute Of Business Administration,Computer Science,All of them,Java,Beginner (0 Years),Because I want to excel in this field and want to train myself to become the best,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-25 00:00:00,2022-10-21 07:15:20,Institute Of Business Administration,IBA,0
174,2022-08-25 08:19:00,174,No,Sent,8/26/2022,not yet,Email,Pakistan,Karachi,Male,23,Yes,Bachelors,Institute of Business Administration karachi,Bachelor's in computer sciences,Computer Science,Python,Learner (1 Year or Less),I want to enhance my data science and machine learning skills .So I would ready to work as Data Scientist,No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),TRUE,None,2022-08-25 00:00:00,2022-10-21 08:19:27,Institute of Business Administration karachi,IBA,0
175,2022-08-25 08:28:00,175,No,Sent,8/26/2022,not yet,Heard it from a senior in a whatsapp group.,Pakistan,Karachi,Male,20,Yes,Bachelors,"IBA, KARACHI",BS Economics and Mathematics,All of them,Python,Beginner (0 Years),I am enthusiastic about data science and an opportunity like this is very appealing to me.,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),None,I am very excited for this oppurtunity and would like to thank its responsible people from the bottom of my heart.,2022-08-25 00:00:00,2022-10-21 08:28:56,"IBA, KARACHI",IBA,0
176,2022-08-25 08:40:00,176,No,Sent,8/26/2022,not yet,In a Watsapp group,Pakistan,Karachi,Male,21,Yes,Bachelors,Institute of Business Administration Karachi,BS. Economics and mathematics,All of them,Python,Beginner (0 Years),To improve my analytical skills using different softwares,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,I hope it will be free of course,2022-08-25 00:00:00,2022-10-21 08:40:03,Institute of Business Administration Karachi,IBA,0
177,2022-08-25 08:43:00,177,No,Sent,8/26/2022,not yet,Linkedin,Pakistan,Karachi,Male,20,Yes,Bachelors,"Institute Of Business Administration, Karachi",Computer Sciencs,Statisitics,Python and R,Learner (1 Year or Less),It seems a great opportunity to dive into the world of data science,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-25 00:00:00,2022-10-21 08:43:48,"Institute Of Business Administration, Karachi",IBA,0
178,2022-08-25 08:47:00,178,No,Sent,8/26/2022,not yet,Through Internet,Pakistan,Karachi,Female,21,Yes,Bachelors,Institute of Business Adminstration,Bs Economics,Data Science,Python,Beginner (0 Years),Want to learn and doing my minors in data science,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,My interest Data science and and python have always fascinated me to learn more and more. I am excited to be part of the field and always try to learn more .,2022-08-25 00:00:00,2022-10-21 08:47:58,Institute of Business Adminstration,IBA,0
179,2022-08-25 09:00:00,179,Yes,Sent,8/26/2022,not yet,Friends,Canada,Ottawa,Male,26,No,Bachelors,Institute of business administration Karachi,Economic and Mathematics,Statisitics,Python,Beginner (0 Years),Career Opportunities,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-25 00:00:00,2022-10-21 09:00:33,Institute of business administration Karachi,IBA,0
180,2022-08-25 09:48:00,180,Yes,Sent,8/26/2022,not yet,I heard it from a friend on a WhatsApp group.,Pakistan,Karachi,Male,19,Yes,Bachelors,"Institute of Business Administration, Karachi",BS Economics,All of them,Python,Beginner (0 Years),I want to couple my python programming skills with the Data Science skills so that I could pursue this as a career as I move forward.,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-25 00:00:00,2022-10-21 09:48:01,"Institute of Business Administration, Karachi",IBA,0
181,2022-08-25 10:17:00,181,No,Sent,8/26/2022,not yet,Whatsapp group,Pakistan,Karachi,Male,25,No,Bachelors,Iqra university,Software engineering,Computer Science,Python,Learner (1 Year or Less),Learning,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),None,None,2022-08-25 00:00:00,2022-10-21 10:17:10,Iqra university,IQRA,0
182,2022-08-25 11:16:00,182,Yes,Sent,8/26/2022,not yet,People of IBA and LUMS,Pakistan,Karachi,Male,22,Yes,Bachelors,IBA,Economics and Mathematics,All of them,"Python, R, STATA and SQL",Learner (1 Year or Less),Interest in polishing data analytics skills further as it aligns with my career goals,Yes,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),TRUE,None,2022-08-25 00:00:00,2022-10-21 11:16:51,IBA,IBA,0
183,2022-08-25 11:31:00,183,Yes,Sent,8/26/2022,not yet,Friend,Pakistan,Karachi,Male,21,Yes,Bachelors,IBA,BsCs,Computer Science,Java,Beginner (0 Years),Learn new things,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,None,2022-08-25 00:00:00,2022-10-21 11:31:56,IBA,IBA,0
184,2022-08-25 11:41:00,184,Yes,Sent,8/26/2022,not yet,IBA(university),Pakistan,Karachi,Female,21,Yes,Bachelors,IBA,Bs Computer Science,Computer Science,Java,Beginner (0 Years),Want to purse this field as a career,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),None,None,2022-08-25 00:00:00,2022-10-21 11:41:59,IBA,IBA,0
185,2022-08-25 11:50:00,185,Yes,Sent,8/26/2022,not yet,Whatsapp,Pakistan,Karachi,Male,22,Yes,Bachelors,Sir Syed University of Engineering & Technology,Computer Engineering,None of them,"Java, Python",Beginner (0 Years),I want to be a professional machine learning engineer,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,I'm suffering from a financial crisis. I'm pursuing my graduation on scholarships. So please if it is paid course then if there is a consideration for me then I will be very grateful,2022-08-25 00:00:00,2022-10-21 11:50:19,Sir Syed University of Engineering & Technology,SYED,0
186,2022-08-25 12:26:00,186,No,Sent,8/26/2022,not yet,LinkedIn,Pakistan,Karachi,Male,22,Yes,Bachelors,B.Z.U multan,B.com,Computer Science,None,Beginner (0 Years),Yes,No,Beginner (0 Years),Beginner (0 Years),Some (1 Year or Less),Some (1 Year or Less),Beginner (0 Years),Beginner (0 Years),TRUE,Yes,2022-08-25 00:00:00,2022-10-21 12:26:02,B.Z.U multan,B.Z.U multan,0
187,2022-08-25 13:02:00,187,Yes,Sent,8/26/2022,not yet,LinkedIn,Pakistan,Islamabad,Male,22,No,Bachelors,Bahria university Islamabad,Computer Engineering,Data Science,"Python, SQL",Learner (1 Year or Less),To improve my skill in Data science inorder to achieve my targeted goal,Yes,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Intermediate (2-3 Years),Learner (1 Year or Less),Learner (1 Year or Less),TRUE,I am looking to be selected for this course,2022-08-25 00:00:00,2022-10-21 13:02:08,Bahria university Islamabad,Bahria university Islamabad,0
188,2022-08-23 04:46:00,188,Yes,Sent,8/24/2022,Yes,University friends,Pakistan,Karachi,Male,25,Yes,Bachelors,Institute of business administration karachi,BS Accounting and Finamce,None of them,None,Beginner (0 Years),To expand my skills,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,None,2022-08-23 00:00:00,2022-10-21 04:46:51,Institute of business administration karachi,IBA,1
189,2022-08-25 13:16:00,189,Yes,Sent,8/26/2022,not yet,Linkdin,Pakistan,Islamabad,Male,23,No,Bachelors,GCUF,BS Software Engineering,Computer Science,Python,Learner (1 Year or Less),I want to be a Machine Learning Engineer.,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-25 00:00:00,2022-10-21 13:16:41,GCUF,GCUF,0
190,2022-08-25 13:28:00,190,Yes,Sent,8/26/2022,not yet,University Group,Pakistan,Karachi,Female,19,Yes,Bachelors,Institute of Business Administration,Bachelors in computer science,Computer Science,Java,Beginner (0 Years),I want to start my data science career earlier than usual,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,I have a question which is that is this going to be an online course?,2022-08-25 00:00:00,2022-10-21 13:28:54,Institute of Business Administration,IBA,0
191,2022-08-22 07:56:00,191,Yes,Sent,8/25/2022,Yes,Facebook post,Pakistan,Faisalabad,Female,27,No,Bachelors,LUMS,Bsc hns accounting and finance,None of them,None,Beginner (0 Years),I want to start my career in data science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,None,2022-08-22 00:00:00,2022-10-21 07:56:21,LUMS,LUMS,1
192,2022-08-24 00:24:00,192,Yes,Sent,8/26/2022,Yes,Social Media,Pakistan,Lahore,Male,27,No,Masters,LUMS,Electrical Engineering,Data Science,Python,Beginner (0 Years),To land  to a beginner level opportunity in Data Science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),TRUE,no,2022-08-24 00:00:00,2022-10-21 00:24:04,LUMS,LUMS,1
193,2022-08-25 14:51:00,193,Yes,Sent,8/26/2022,not yet,Friends,Pakistan,Karachi,Male,23,No,Bachelors,Institute of business management,Economics and mathematics,Data Science,Nones,Beginner (0 Years),To learn data science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,None,2022-08-25 00:00:00,2022-10-21 14:51:21,Institute of business management,IOBM,0
194,2022-08-25 15:36:00,194,No,Sent,8/26/2022,not yet,Linkedin,Pakistan,Rawalpindi,Male,23,Yes,Masters,Szabist Islamabad,MS Data Science,All of them,Python,Learner (1 Year or Less),To learn advance level industrial work and can contribute to the industry.,No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Intermediate (2-3 Years),TRUE,None,2022-08-25 00:00:00,2022-10-21 15:36:06,Szabist Islamabad,SZABIST,0
195,2022-08-31 04:41:00,195,none,Sent,8/31/2022,Yes,Through friend,Pakistan,Karachi,Female,23,No,Bachelors,Institute of Business Administration,BS Economics and Mathematics,All of them,R and Python,Beginner (0 Years),"I want to polish my analytical skills in data science and business analytics background. I am a data driven person who have a keen interest in learning about softwares. This is an ideal opportunity for me to tap in this world, and utilize my knowledge in best possible way.",Yes,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),None (0 Years),Learner (1 Year or Less),Learner (1 Year or Less),TRUE,"Excited to get onboard, also I would like to know what will be the workload like.",2022-08-31 00:00:00,2022-10-21 04:41:41,Institute of Business Administration,IBA,1
196,2022-08-25 17:20:00,196,No,Sent,8/26/2022,not yet,University Friend,Pakistan,Karachi,Male,21,Yes,Bachelors,IBA,BSCS,Computer Science,Python and java,Beginner (0 Years),Wanna learn data science and want to enroll my self in computer science world,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),None,Nop,2022-08-25 00:00:00,2022-10-21 17:20:24,IBA,IBA,0
197,2022-08-26 04:31:00,197,No,Sent,8/26/2022,not yet,Someone in my connections posted about this opportunity on LinkedIn.,Pakistan,Gujrat,Female,24,No,Bachelors,University of Gujrat,Software Engineering,All of them,"Python, R",Learner (1 Year or Less),I am a fresher in data science looking for an opportunity to enhance my technical skills and this course is an opportunity like none other to be a professional. Where we are first being taught and then internships are being offered on successful completion of the course.,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),TRUE,None,2022-08-26 00:00:00,2022-10-21 04:31:39,University of Gujrat,University of Gujrat,0
198,2022-08-26 06:20:00,198,No,Sent,8/26/2022,not yet,Whatsapp,Pakistan,Karachi,Male,22,Yes,Bachelors,Sir Syed University,Software Engineering,Data Science,Python,Beginner (0 Years),Interesting,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),None,No,2022-08-26 00:00:00,2022-10-21 06:20:54,Sir Syed University,SYED,0
199,2022-08-26 07:18:00,199,No,Sent,8/26/2022,not yet,Whatsapp,Pakistan,Karachi,Male,28,Yes,Bachelors,Sir Syed University Of Engineering and Technology,Computer Engineering,Statisitics,Java,Beginner (0 Years),better understanding,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,None,2022-08-26 00:00:00,2022-10-21 07:18:01,Sir Syed University Of Engineering and Technology,SYED,0
200,2022-08-26 07:27:00,200,No,Sent,8/26/2022,not yet,Friend,Pakistan,Karachi,Female,24,No,Bachelors,Sir Syed University of Engineering and Technology,BS( Software Engineering),Data Science,Python,Learner (1 Year or Less),"Because I found that everything, every technology and every invention like metaverse is based on data . And I have learned things about data science from online resources such as bootcamp.com. And I want to perceive data science as a career. So I want to take this course to start my career as a data engineer or data scientist.",No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),TRUE,"If this course is paid.  Then let me know, want to take it . Thank you.",2022-08-26 00:00:00,2022-10-21 07:27:58,Sir Syed University of Engineering and Technology,SYED,0
201,2022-08-26 11:39:00,201,Yes,Sent,8/26/2022,Yes,A friend,Pakistan,Islamabad,Male,23,Yes,Bachelors,Quaid e Azam University Islamabad,BS Statistics,Statisitics,R,Learner (1 Year or Less),I want to improve my knowledge and skills and get experience in the field of Data Science,Yes,Learner (1 Year or Less),Beginner (0 Years),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),TRUE,Looking forward to hearing from you.,2022-08-26 00:00:00,2022-10-21 11:39:44,Quaid e Azam University Islamabad,QU,0
202,2022-08-26 13:22:00,202,No,Sent,8/26/2022,not yet,From university group.,Pakistan,Karachi,Female,21,Yes,Bachelors,IBA,Computer Science,All of them,Python but want to learn R,Learner (1 Year or Less),To develop and polish my skills more,No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Intermediate (2-3 Years),TRUE,None,2022-08-26 00:00:00,2022-10-21 13:22:43,IBA,IBA,0
203,2022-08-26 15:40:00,203,No,Sent,8/26/2022,not yet,Social Network,Pakistan,Karachi,Male,20,Yes,Bachelors,University of Karachi,Computer Science,Computer Science,"Python, C++ and JS",Beginner (0 Years),Professional development,No,Learner (1 Year or Less),Intermediate (2-3 Years),Some (1 Year or Less),Intermediate (2-3 Years),Learner (1 Year or Less),Learner (1 Year or Less),TRUE,None,2022-08-26 00:00:00,2022-10-21 15:40:11,University of Karachi,KU,0
204,2022-08-26 16:08:00,204,No,Sent,8/26/2022,not yet,From a whatsapp group of my University,Pakistan,Karachi,Male,21,Yes,Bachelors,Institute of Business Administration,BSc Computer Science,Computer Science,Java,Beginner (0 Years),Learning and Internship,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,None,2022-08-26 00:00:00,2022-10-21 16:08:27,Institute of Business Administration,IBA,0
205,2022-08-26 21:28:00,205,Yes,Sent,8/26/2022,not yet,Uzair Aslam,Pakistan,Karachi,Male,22,Yes,Bachelors,Institute of Business Administration,BBA,Data Science,None,Beginner (0 Years),Learning data science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,None,2022-08-26 00:00:00,2022-10-21 21:28:27,Institute of Business Administration,IBA,0
206,2022-08-27 04:45:00,206,Yes,Sent,8/27/2022,not yet,LinkedIn,Pakistan,Nowshera,Male,21,Yes,Bachelors,University of Technology,BSc Information Engineering Tech,All of them,Python,Learner (1 Year or Less),"Being an aspiring data scientist, I want to learn new things in the field of Data Science and Artificial Intelligence. Love with data and it's manipulation is my favorite hobby.",Yes,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),TRUE,None,2022-08-27 00:00:00,2022-10-21 04:45:19,University of Technology,University of Technology,0
207,2022-08-24 12:48:00,207,Yes,Sent,8/24/2022,Yes,Linkedin,Pakistan,Karachi,Male,23,No,Bachelors,NED University,Automotive Engineering,Data Science,Python,Beginner (0 Years),I am switching my career into Data Sciences,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-24 00:00:00,2022-10-21 12:48:11,NED University,NED,1
208,2022-08-27 11:34:00,208,no,Sent,8/27/2022,not yet,Referral,Pakistan,Karachi,Male,25,Yes,Masters,NED University of Engineering and Technology,Artificial Intelligence,All of them,Python,Learner (1 Year or Less),Advancement in Career,No,Intermediate (2-3 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,None,2022-08-27 00:00:00,2022-10-21 11:34:06,NED University of Engineering and Technology,NED,0
209,2022-08-27 13:12:00,209,Yes,Sent,8/27/2022,not yet,I was searching for Data Science Internships on Linkedin,Pakistan,Islamabad,Male,21,Yes,Bachelors,Virtual University of Pakistan,Software Engineering,All of them,Python and R,Intermediate (2-3 Years),"Actually, I was looking for an internship or a fresher job opportunity in Data Science, So I heard about this opportunity. I am well aware about the concepts of data science (particularly Machine Learning) and have been doing freelancing for almost two years.",Yes,Intermediate (2-3 Years),Intermediate (2-3 Years),Intermediate (2-3 Years),Intermediate (2-3 Years),Intermediate (2-3 Years),Intermediate (2-3 Years),TRUE,None,2022-08-27 00:00:00,2022-10-21 13:12:07,Virtual University of Pakistan,Virtual University of Pakistan,0
210,2022-08-25 14:13:00,210,Yes,Sent,8/26/2022,not yet,LinkedIn,Pakistan,Karachi,Male,27,No,Bachelors,University of Malaya,Bachelors of Chemical Engineering,Data Science,"R, Python",Learner (1 Year or Less),Develop professional skills in Data Science,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),TRUE,None,2022-08-25 00:00:00,2022-10-21 14:13:07,University of Malaya,University of Malaya,1
211,2022-08-28 04:23:00,211,no,Sent,8/28/2022,not yet,Facebook,Pakistan,Karachi,Female,24,Yes,Masters,NED University of Engineering and Technology,MS in Data science,All of them,Python,Beginner (0 Years),To excel my career in my dreamed Field,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,No,2022-08-28 00:00:00,2022-10-21 04:23:29,NED University of Engineering and Technology,NED,0
212,2022-08-28 04:34:00,212,no,Sent,8/28/2022,not yet,Facebook,Pakistan,Abbottabad,Female,31,No,Masters,COMSATS University Islamabad (Abbottabad campus),Mathematics,Computer Science,Python,Beginner (0 Years),Learn more about data science,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Beginner (0 Years),None,No,2022-08-28 00:00:00,2022-10-21 04:34:44,COMSATS University Islamabad (Abbottabad campus),COMSATS University Islamabad (Abbottabad campus),0
213,2022-08-28 04:38:00,213,no,Sent,8/28/2022,not yet,Facebook group,Pakistan,Karachi,Male,21,Yes,Bachelors,Paf Kiet,Computer Science,Data Science,Python,Learner (1 Year or Less),Hand on experiance,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,No,2022-08-28 00:00:00,2022-10-21 04:38:32,Paf Kiet,Paf Kiet,0
214,2022-08-28 05:07:00,214,Yes,Sent,8/28/2022,not yet,Social media,Pakistan,Peshawar,Male,28,Yes,Bachelors,University of Engineering and Technology Peshawar,Electrical engineering,Data Science,Python,Learner (1 Year or Less),Want to learn more,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Beginner (0 Years),TRUE,No,2022-08-28 00:00:00,2022-10-21 05:07:09,University of Engineering and Technology Peshawar,University of Engineering and Technology Peshawar,0
215,2022-08-28 05:36:00,215,no,Sent,8/28/2022,not yet,Facebook,Pakistan,Islamabad,Male,27,Yes,Masters,Concordia University Montreal ( joining this fall),PhD in Building Engineering,Data Science,Python,Learner (1 Year or Less),To get myself well acquainted with this field,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-28 00:00:00,2022-10-21 05:36:22,Concordia University Montreal ( joining this fall),Concordia University Montreal ( joining this fall),0
216,2022-08-28 05:44:00,216,no,Sent,8/28/2022,not yet,Facebook,Pakistan,Rawalpindi,Male,22,Yes,Bachelors,International Islamic university,Information Technology,Data Science,Python,Beginner (0 Years),To gain knowledge,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Beginner (0 Years),TRUE,No,2022-08-28 00:00:00,2022-10-21 05:44:47,International Islamic university,International Islamic university,0
217,2022-08-28 06:03:00,217,no,Sent,8/28/2022,not yet,From Kaggle Community Pakistan Group on Facebook,Pakistan,Karachi,Male,22,Yes,Bachelors,Sir Syed University of Engineering & Technology,BS Computer Engineering,Data Science,Python,Intermediate (2-3 Years),For Grab the Internship,No,Intermediate (2-3 Years),Intermediate (2-3 Years),Some (1 Year or Less),Intermediate (2-3 Years),Learner (1 Year or Less),Intermediate (2-3 Years),TRUE,Good Job.,2022-08-28 00:00:00,2022-10-21 06:03:15,Sir Syed University of Engineering & Technology,SYED,0
218,2022-08-28 06:43:00,218,no,Sent,8/28/2022,not yet,Facebook,Pakistan,Jaranwala,Female,23,Yes,Masters,Government college university faislabad,Computer science,Statisitics,Python,Learner (1 Year or Less),Wanted to learn advance knowledge about machine learning,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-28 00:00:00,2022-10-21 06:43:04,Government college university faislabad,Government college university faislabad,0
219,2022-08-28 06:48:00,219,no,Sent,8/28/2022,not yet,Facebook,Bangladesh,Kushtia,Male,23,Yes,Bachelors,"Islamic University, Bangladesh",BSc(Engineer) in Information & Communication Tecnology,All of them,Python,Intermediate (2-3 Years),I want learn more.,No,Intermediate (2-3 Years),Intermediate (2-3 Years),Some (1 Year or Less),Intermediate (2-3 Years),Intermediate (2-3 Years),Intermediate (2-3 Years),TRUE,If you count me for this program and five me full free scholarship i will give you service in future.,2022-08-28 00:00:00,2022-10-21 06:48:52,"Islamic University, Bangladesh","Islamic University, Bangladesh",0
220,2022-08-28 08:53:00,220,no,Sent,8/28/2022,not yet,Facebook,Pakistan,Nowshera,Male,22,Yes,Bachelors,University Of Technology Nowshera,Information Technology,All of them,Python,Learner (1 Year or Less),To showcase My educational skills in the market. And it is compulsory for my education,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,Everything is fibe except the Fees. It should be free. Cause from 10 Learner's u can get 2gems for ur organization,2022-08-28 00:00:00,2022-10-21 08:53:44,University Of Technology Nowshera,University Of Technology Nowshera,0
